user_id, age, gender, country  , account_age_months, subscription_type, monthly_fee, payment_method, primary_device, devices_used, favorite_genre, avg_watch_time_minutes, watch_sessions_per_week, binge_watch_sessions, completion_rate, rating_given, content_interactions, recommendation_click_rate, days_since_last_login, churned, total_revenue_to_date, watch_efficiency   , engagement_rate
U122515,  47, Female, Australia,                  1, Standard         ,        7.99, Credit Card   , Smart TV      ,            2, Horror        ,                    149,                       8,                    0,              88,          4.2,                   21,                        36,                    34, No     ,      7.99            , 18.64831038798498  ,  2.3333333333333335
U122516,  32, Female, Japan    ,                 57, Premium          ,       15.99, UPI           , Tablet        ,            2, Documentary   ,                     99,                      16,                   12,              81,          4.5,                   15,                        86,                     6, No     ,    911.4300000000001 ,  6.191369606003752 ,  0.8823529411764706
U122517,  32, Male  , France   ,                 55, Standard         ,       12.99, Credit Card   , Smart TV      ,            1, Thriller      ,                    139,                       3,                   11,              90,          4.0,                    0,                        10,                    15, No     ,    714.45            , 10.700538876058506 ,  0.0
U122518,  33, Other , Brazil   ,                 31, Standard         ,        7.99, Debit Card    , Laptop        ,            1, Thriller      ,                     82,                       1,                    3,              38,          2.0,                   29,                        75,                    17, No     ,    247.69            , 10.262828535669586 , 14.5
U122519,  50, Female, France   ,                 40, Basic            ,       12.99, PayPal        , Smart TV      ,            2, Action        ,                    137,                      14,                   14,              33,          2.3,                   26,                        85,                    28, No     ,    519.6             , 10.54657428791378  ,  1.7333333333333334
U122520,  27, Female, USA      ,                 44, Standard         ,       15.99, PayPal        , Laptop        ,            3, Drama         ,                    213,                       9,                    8,              52,          1.5,                    2,                         6,                    41, No     ,    703.5600000000001 , 13.320825515947467 ,  0.2
U122521,  36, Female, USA      ,                 14, Standard         ,       12.99, UPI           , Mobile        ,            3, Comedy        ,                    292,                      13,                   13,              74,          1.8,                   28,                        94,                    50, No     ,    181.86            , 22.4788298691301   ,  2.0
U122522,  54, Male  , USA      ,                 12, Basic            ,        7.99, PayPal        , Smart TV      ,            3, Action        ,                    148,                      16,                    0,              72,          1.8,                   26,                        94,                    16, No     ,     95.88            , 18.523153942428035 ,  1.5294117647058822
U122523,  20, Female, UK       ,                  5, Basic            ,       12.99, PayPal        , Tablet        ,            3, Horror        ,                     81,                       9,                    0,              50,          3.2,                   27,                        10,                     8, No     ,     64.95            ,  6.235565819861431 ,  2.7
U122524,  53, Female, Brazil   ,                 10, Premium          ,       15.99, UPI           , Laptop        ,            3, Romance       ,                    147,                       6,                    0,              39,          2.5,                    9,                        94,                    18, No     ,    159.9             ,  9.193245778611631 ,  1.2857142857142858
U122525,  21, Male  , Australia,                 38, Standard         ,       12.99, UPI           , Laptop        ,            3, Sci-Fi        ,                    284,                       2,                   13,              99,          1.1,                   24,                        21,                    52, No     ,    493.62            , 21.862971516551195 ,  8.0
U122526,  28, Other , USA      ,                 17, Premium          ,       12.99, PayPal        , Mobile        ,            1, Documentary   ,                     87,                       7,                   12,              39,          4.9,                   18,                        76,                    12, No     ,    220.83            ,  6.697459584295612 ,  2.25
U122527,  58, Female, France   ,                 49, Basic            ,        7.99, UPI           , Laptop        ,            3, Drama         ,                    115,                      10,                   13,              78,          1.7,                    5,                        43,                    25, No     ,    391.51            , 14.392991239048811 ,  0.45454545454545453
U122528,  50, Male  , Australia,                 42, Basic            ,       12.99, UPI           , Tablet        ,            3, Romance       ,                    236,                      17,                    5,              86,          4.4,                   40,                        54,                    21, No     ,    545.58            , 18.167821401077752 ,  2.2222222222222223
U122529,  45, Other , Germany  ,                 29, Premium          ,        7.99, Debit Card    , Laptop        ,            3, Action        ,                    167,                       2,                    8,              42,          1.9,                    0,                        83,                    36, No     ,    231.71            , 20.90112640801001  ,  0.0
U122530,  49, Male  , India    ,                 48, Standard         ,       12.99, Credit Card   , Laptop        ,            2, Thriller      ,                     47,                      18,                    2,              99,          1.9,                    6,                        22,                    49, No     ,    623.52            ,  3.6181678214010775,  0.3157894736842105
U122531,  33, Other , Canada   ,                 21, Standard         ,        7.99, Credit Card   , Mobile        ,            1, Comedy        ,                    285,                      15,                    7,              44,          1.0,                   49,                        22,                     4, No     ,    167.79            , 35.66958698372966  ,  3.0625
U122532,  26, Male  , Canada   ,                 47, Premium          ,       15.99, PayPal        , Smart TV      ,            2, Romance       ,                    260,                      15,                   11,              77,          5.0,                   19,                        79,                    22, Yes    ,    751.53            , 16.260162601626018 ,  1.1875
U122533,  28, Other , Canada   ,                 54, Standard         ,       15.99, UPI           , Tablet        ,            1, Action        ,                    103,                      19,                    5,              98,          4.4,                   36,                         1,                    12, No     ,    863.46            ,  6.441525953721076 ,  1.8
U122534,  23, Other , Australia,                 45, Premium          ,       15.99, Credit Card   , Mobile        ,            1, Sci-Fi        ,                     89,                      19,                   14,              65,          2.3,                    5,                        88,                    39, No     ,    719.55            ,  5.565978736710444 ,  0.25
U122535,  44, Male  , France   ,                  2, Standard         ,       15.99, Debit Card    , Mobile        ,            3, Romance       ,                    295,                      19,                    7,              85,          2.0,                   36,                        35,                    12, No     ,     31.98            , 18.449030644152597 ,  1.8
U122536,  29, Female, Japan    ,                 15, Basic            ,       12.99, Credit Card   , Tablet        ,            3, Romance       ,                     64,                       8,                    8,              35,          3.0,                    3,                        66,                    24, No     ,    194.85            ,  4.926866820631255 ,  0.3333333333333333
U122537,  39, Other , Spain    ,                 22, Premium          ,       12.99, PayPal        , Tablet        ,            1, Thriller      ,                     39,                       3,                   12,              34,          2.4,                   47,                        95,                    26, No     ,    285.78000000000003,  3.0023094688221708, 11.75
U122538,  57, Male  , USA      ,                 12, Standard         ,       12.99, Debit Card    , Smart TV      ,            3, Horror        ,                    162,                      11,                   10,              31,          2.0,                    2,                        38,                    16, No     ,    155.88            , 12.471131639722863 ,  0.16666666666666666
U122539,  54, Female, USA      ,                 26, Standard         ,        7.99, UPI           , Mobile        ,            3, Comedy        ,                    163,                      17,                    4,              70,          4.0,                   43,                        72,                    54, No     ,    207.74            , 20.40050062578223  ,  2.388888888888889
U122540,  38, Female, India    ,                 57, Basic            ,       12.99, UPI           , Mobile        ,            1, Romance       ,                    188,                       6,                    0,              53,          3.0,                   41,                         8,                    21, No     ,    740.4300000000001 , 14.47267128560431  ,  5.857142857142857
U122541,  50, Male  , Germany  ,                  5, Standard         ,        7.99, Credit Card   , Laptop        ,            3, Documentary   ,                    286,                       3,                   12,              65,          3.5,                   38,                        17,                    27, No     ,     39.95            , 35.794743429286605 ,  9.5
U122542,  34, Male  , France   ,                 29, Basic            ,       15.99, Credit Card   , Smart TV      ,            2, Documentary   ,                     40,                      16,                    0,              78,          1.8,                   48,                        41,                    59, No     ,    463.71            ,  2.5015634771732334,  2.823529411764706
U122543,  46, Other , UK       ,                  1, Standard         ,        7.99, Credit Card   , Mobile        ,            1, Sci-Fi        ,                    181,                      16,                    6,              79,          1.6,                   16,                        84,                    36, No     ,      7.99            , 22.65331664580726  ,  0.9411764705882353
U122544,  57, Male  , USA      ,                 32, Premium          ,       15.99, UPI           , Laptop        ,            3, Romance       ,                     66,                      16,                    3,              53,          2.9,                    4,                         7,                    12, No     ,    511.68            ,  4.127579737335835 ,  0.23529411764705882
U122545,  27, Female, Brazil   ,                 11, Basic            ,       15.99, PayPal        , Tablet        ,            1, Comedy        ,                    208,                       3,                   11,              93,          4.4,                    5,                        40,                     0, No     ,    175.89000000000001, 13.008130081300813 ,  1.25
U122546,  35, Male  , USA      ,                 34, Premium          ,       15.99, Credit Card   , Tablet        ,            2, Horror        ,                    229,                       4,                    6,              69,          1.4,                   34,                        23,                    15, Yes    ,    543.66            , 14.32145090681676  ,  6.8
U122547,  64, Female, Brazil   ,                 17, Premium          ,       12.99, Debit Card    , Smart TV      ,            3, Horror        ,                    186,                      15,                   14,              73,          3.0,                   32,                        63,                     3, No     ,    220.83            , 14.318706697459584 ,  2.0
U122548,  30, Female, Japan    ,                 27, Premium          ,       12.99, PayPal        , Mobile        ,            1, Drama         ,                     46,                      14,                    2,              55,          2.0,                   23,                        70,                    30, No     ,    350.73            ,  3.5411855273287145,  1.5333333333333334
U122549,  44, Male  , USA      ,                 59, Premium          ,       12.99, PayPal        , Smart TV      ,            3, Horror        ,                    281,                      19,                    1,              62,          3.4,                   21,                        98,                    43, No     ,    766.41            , 21.6320246343341   ,  1.05
U122550,  27, Female, Australia,                 15, Premium          ,       12.99, Credit Card   , Tablet        ,            1, Documentary   ,                     88,                       1,                    9,              68,          2.4,                   26,                        32,                     6, Yes    ,    194.85            ,  6.774441878367975 , 13.0
U122551,  49, Female, Spain    ,                 13, Basic            ,       12.99, UPI           , Mobile        ,            2, Documentary   ,                    295,                      12,                    2,              55,          2.7,                   31,                        72,                     1, No     ,    168.87            , 22.70977675134719  ,  2.3846153846153846
U122552,  58, Other , Japan    ,                 14, Premium          ,       15.99, UPI           , Smart TV      ,            3, Horror        ,                    269,                      13,                   14,              77,          4.1,                   12,                         1,                    13, No     ,    223.86            , 16.823014383989992 ,  0.8571428571428571
U122553,  62, Female, Australia,                 42, Standard         ,       12.99, PayPal        , Mobile        ,            3, Romance       ,                    162,                       4,                   11,              87,          3.4,                   47,                        13,                    29, No     ,    545.58            , 12.471131639722863 ,  9.4
U122554,  20, Other , USA      ,                 54, Standard         ,       15.99, PayPal        , Mobile        ,            2, Sci-Fi        ,                     25,                       2,                    6,              47,          3.9,                   34,                        66,                    12, No     ,    863.46            ,  1.5634771732332708, 11.333333333333334
U122555,  39, Other , Canada   ,                 43, Standard         ,        7.99, Debit Card    , Mobile        ,            1, Action        ,                    151,                      18,                    1,              65,          3.3,                   42,                        13,                    45, No     ,    343.57            , 18.898623279098874 ,  2.210526315789474
U122556,  44, Other , Spain    ,                 44, Basic            ,       15.99, Debit Card    , Tablet        ,            1, Drama         ,                    170,                      19,                    2,              61,          2.2,                   35,                        62,                    10, No     ,    703.5600000000001 , 10.63164477798624  ,  1.75
U122557,  20, Other , Canada   ,                 53, Premium          ,       12.99, Credit Card   , Mobile        ,            3, Drama         ,                     22,                      16,                    7,              81,          3.4,                   25,                         9,                    46, No     ,    688.47            ,  1.6936104695919938,  1.4705882352941178
U122558,  50, Female, USA      ,                 18, Basic            ,       15.99, Credit Card   , Tablet        ,            1, Sci-Fi        ,                    151,                       8,                    9,              97,          1.2,                   23,                        75,                    21, No     ,    287.82            ,  9.443402126328955 ,  2.5555555555555554
U122559,  19, Female, Brazil   ,                 33, Basic            ,       15.99, Debit Card    , Smart TV      ,            3, Documentary   ,                    276,                      10,                   12,              90,          2.5,                   36,                        55,                    19, No     ,    527.67            , 17.26078799249531  ,  3.272727272727273
U122560,  28, Male  , Brazil   ,                 37, Basic            ,       15.99, Credit Card   , Laptop        ,            3, Sci-Fi        ,                    145,                       5,                   12,              46,          3.5,                    7,                        15,                     1, No     ,    591.63            ,  9.06816760475297  ,  1.1666666666666667
U122561,  63, Other , Spain    ,                 54, Premium          ,        7.99, Debit Card    , Tablet        ,            3, Thriller      ,                    208,                       2,                    9,              61,          4.0,                   36,                         5,                    28, No     ,    431.46000000000004, 26.032540675844807 , 12.0
U122562,  27, Female, Japan    ,                 29, Standard         ,       15.99, PayPal        , Mobile        ,            3, Horror        ,                    194,                      19,                    9,              41,          4.2,                    6,                        56,                    10, No     ,    463.71            , 12.132582864290182 ,  0.3
U122563,  56, Other , Australia,                 31, Standard         ,       12.99, Debit Card    , Tablet        ,            2, Horror        ,                    222,                       8,                    5,              64,          4.2,                   11,                        32,                    33, No     ,    402.69            , 17.090069284064665 ,  1.2222222222222223
U122564,  50, Other , UK       ,                 18, Premium          ,       12.99, PayPal        , Mobile        ,            1, Comedy        ,                    146,                      11,                    6,              57,          4.9,                   42,                        89,                    24, No     ,    233.82            , 11.23941493456505  ,  3.5
U122565,  24, Male  , India    ,                 52, Standard         ,       12.99, PayPal        , Tablet        ,            2, Drama         ,                     88,                      19,                   13,              99,          3.7,                   16,                        42,                    22, No     ,    675.48            ,  6.774441878367975 ,  0.8
U122566,  32, Other , Spain    ,                 59, Standard         ,       12.99, Credit Card   , Laptop        ,            1, Romance       ,                     82,                      11,                    8,              39,          2.8,                    0,                        44,                    23, No     ,    766.41            ,  6.312548113933795 ,  0.0
U122567,  43, Female, UK       ,                 58, Premium          ,        7.99, Debit Card    , Tablet        ,            1, Documentary   ,                    197,                       8,                   13,              42,          1.6,                   26,                        90,                    25, No     ,    463.42            , 24.6558197747184   ,  2.888888888888889
U122568,  28, Female, Australia,                 10, Standard         ,        7.99, PayPal        , Mobile        ,            1, Drama         ,                    296,                      15,                   10,              39,          2.0,                    1,                        62,                    52, No     ,     79.9             , 37.04630788485607  ,  0.0625
U122569,  55, Female, France   ,                 32, Standard         ,       15.99, Debit Card    , Mobile        ,            1, Comedy        ,                    173,                       2,                   11,              91,          3.0,                   25,                        47,                     0, No     ,    511.68            , 10.819262038774234 ,  8.333333333333334
U122570,  44, Female, UK       ,                 17, Basic            ,       12.99, UPI           , Smart TV      ,            3, Documentary   ,                    271,                      16,                   13,              75,          4.1,                   34,                        36,                    16, No     ,    220.83            , 20.86220169361047  ,  2.0
U122571,  56, Other , India    ,                  1, Standard         ,        7.99, Debit Card    , Smart TV      ,            3, Horror        ,                    291,                       7,                    0,              97,          4.5,                   12,                        57,                     2, Yes    ,      7.99            , 36.42052565707134  ,  1.5
U122572,  24, Female, USA      ,                  5, Standard         ,        7.99, Credit Card   , Tablet        ,            2, Documentary   ,                    125,                       5,                    8,              55,          3.9,                   49,                        40,                     1, No     ,     39.95            , 15.644555694618273 ,  8.166666666666666
U122573,  18, Male  , Australia,                 58, Standard         ,       15.99, UPI           , Smart TV      ,            2, Documentary   ,                     16,                      19,                    3,              58,          2.4,                   26,                        14,                    30, No     ,    927.42            ,  1.0006253908692933,  1.3
U122574,  27, Other , UK       ,                  3, Basic            ,       12.99, Debit Card    , Smart TV      ,            3, Documentary   ,                     91,                       4,                    2,              42,          2.0,                   18,                        15,                    42, No     ,     38.97            ,  7.005388760585065 ,  3.6
U122575,  38, Female, UK       ,                 29, Premium          ,        7.99, Debit Card    , Smart TV      ,            2, Horror        ,                     55,                       4,                   10,              53,          4.2,                   17,                        95,                    24, No     ,    231.71            ,  6.88360450563204  ,  3.4
U122576,  32, Female, Germany  ,                 59, Standard         ,        7.99, Credit Card   , Mobile        ,            3, Horror        ,                    165,                      16,                    9,              99,          4.5,                   32,                        45,                    35, No     ,    471.41            , 20.650813516896118 ,  1.8823529411764706
U122577,  47, Male  , Germany  ,                 45, Premium          ,       12.99, Credit Card   , Mobile        ,            3, Action        ,                    131,                      12,                   13,              56,          1.2,                    8,                         6,                    40, Yes    ,    584.55            , 10.0846805234796   ,  0.6153846153846154
U122578,  47, Other , Japan    ,                 38, Basic            ,        7.99, UPI           , Mobile        ,            2, Thriller      ,                    120,                      18,                    1,              89,          2.8,                   19,                        46,                    48, No     ,    303.62            , 15.018773466833542 ,  1.0
U122579,  25, Male  , Germany  ,                 30, Premium          ,       12.99, Credit Card   , Smart TV      ,            1, Romance       ,                    268,                      14,                    3,              65,          3.5,                   28,                        65,                    49, No     ,    389.7             , 20.63125481139338  ,  1.8666666666666667
U122580,  41, Male  , Brazil   ,                 41, Standard         ,       12.99, Credit Card   , Tablet        ,            3, Action        ,                     20,                       5,                    0,              62,          3.9,                   35,                        83,                    22, No     ,    532.59            ,  1.539645881447267 ,  5.833333333333333
U122581,  36, Female, Brazil   ,                  8, Basic            ,        7.99, PayPal        , Laptop        ,            2, Drama         ,                    152,                      18,                   13,              42,          3.9,                   10,                        13,                    35, No     ,     63.92            , 19.02377972465582  ,  0.5263157894736842
U122582,  20, Female, Brazil   ,                 50, Basic            ,        7.99, Debit Card    , Tablet        ,            1, Thriller      ,                    247,                       2,                    2,              89,          2.9,                   42,                        65,                    18, No     ,    399.5             , 30.913642052565706 , 14.0
U122583,  32, Male  , Germany  ,                 35, Standard         ,        7.99, Debit Card    , Laptop        ,            3, Sci-Fi        ,                     72,                      18,                    9,              59,          3.1,                   41,                        58,                     0, No     ,    279.65000000000003,  9.011264080100124 ,  2.1578947368421053
U122584,  53, Other , UK       ,                  3, Standard         ,        7.99, UPI           , Laptop        ,            2, Thriller      ,                    202,                       7,                    3,              51,          1.2,                   24,                        56,                    10, No     ,     23.97            , 25.281602002503128 ,  3.0
U122585,  23, Other , Brazil   ,                  9, Standard         ,       15.99, PayPal        , Laptop        ,            3, Sci-Fi        ,                    166,                       3,                    4,              53,          1.9,                    3,                        11,                    44, No     ,    143.91            , 10.381488430268918 ,  0.75
U122586,  59, Other , Australia,                  1, Basic            ,        7.99, Debit Card    , Laptop        ,            1, Action        ,                    156,                      12,                   13,              78,          4.8,                   18,                        11,                    37, Yes    ,      7.99            , 19.524405506883603 ,  1.3846153846153846
U122587,  35, Male  , Canada   ,                 33, Standard         ,       12.99, PayPal        , Tablet        ,            1, Thriller      ,                    184,                      13,                    4,              61,          4.4,                   14,                        13,                    21, No     ,    428.67            , 14.164742109314858 ,  1.0
U122588,  55, Other , France   ,                  4, Standard         ,       12.99, UPI           , Smart TV      ,            2, Documentary   ,                    192,                       3,                    9,              56,          3.4,                    6,                        38,                     1, Yes    ,     51.96            , 14.780600461893764 ,  1.5
U122589,  36, Female, Germany  ,                 30, Standard         ,       12.99, Debit Card    , Mobile        ,            3, Drama         ,                     71,                      15,                    3,              61,          1.8,                   35,                        92,                    16, Yes    ,    389.7             ,  5.465742879137799 ,  2.1875
U122590,  47, Male  , Spain    ,                 31, Premium          ,       15.99, Debit Card    , Laptop        ,            1, Comedy        ,                    205,                       4,                    7,              40,          1.2,                   20,                        15,                    36, No     ,    495.69            , 12.820512820512821 ,  4.0
U122591,  30, Male  , India    ,                 15, Standard         ,        7.99, Credit Card   , Laptop        ,            3, Romance       ,                    240,                       7,                   10,              62,          2.7,                   13,                         0,                    10, No     ,    119.85000000000001, 30.037546933667084 ,  1.625
U122592,  56, Male  , USA      ,                 38, Premium          ,       15.99, PayPal        , Smart TV      ,            3, Sci-Fi        ,                    257,                      10,                    4,              71,          2.8,                    8,                        82,                    49, Yes    ,    607.62            , 16.072545340838023 ,  0.7272727272727273
U122593,  29, Other , France   ,                  6, Standard         ,       15.99, UPI           , Laptop        ,            3, Documentary   ,                    104,                      14,                    3,              50,          2.8,                   18,                        23,                    52, No     ,     95.94            ,  6.504065040650406 ,  1.2
U122594,  51, Other , Spain    ,                 42, Premium          ,       15.99, PayPal        , Laptop        ,            3, Action        ,                    167,                       4,                   11,              33,          2.5,                   42,                        91,                    55, No     ,    671.58            , 10.444027517198249 ,  8.4
U122595,  29, Female, France   ,                 35, Premium          ,        7.99, Debit Card    , Laptop        ,            3, Drama         ,                    233,                       6,                    1,              68,          3.3,                   31,                        28,                    12, Yes    ,    279.65000000000003, 29.16145181476846  ,  4.428571428571429
U122596,  61, Other , Brazil   ,                 34, Premium          ,        7.99, UPI           , Tablet        ,            3, Thriller      ,                    116,                       4,                   12,              67,          3.0,                    0,                        74,                    54, No     ,    271.66            , 14.518147684605756 ,  0.0
U122597,  41, Other , Germany  ,                 27, Premium          ,       15.99, PayPal        , Smart TV      ,            3, Horror        ,                     56,                       6,                   10,              85,          1.5,                    2,                        74,                    35, No     ,    431.73            ,  3.5021888680425266,  0.2857142857142857
U122598,  21, Other , USA      ,                 42, Standard         ,       15.99, PayPal        , Tablet        ,            2, Romance       ,                    281,                       9,                    7,              31,          2.0,                    4,                        98,                    59, Yes    ,    671.58            , 17.573483427141962 ,  0.4
U122599,  53, Other , France   ,                 13, Basic            ,       12.99, Credit Card   , Laptop        ,            1, Drama         ,                    114,                       7,                    9,              86,          3.0,                   36,                        42,                    54, No     ,    168.87            ,  8.775981524249422 ,  4.5
U122600,  31, Female, Canada   ,                 41, Standard         ,       15.99, Debit Card    , Smart TV      ,            2, Romance       ,                    206,                       2,                    7,              92,          4.1,                   42,                        40,                    34, No     ,    655.59            , 12.883051907442152 , 14.0
U122601,  34, Female, Brazil   ,                 22, Premium          ,       12.99, Credit Card   , Laptop        ,            3, Thriller      ,                    100,                       5,                    9,              91,          4.3,                   49,                        39,                    31, No     ,    285.78000000000003,  7.698229407236336 ,  8.166666666666666
U122602,  20, Female, India    ,                 40, Standard         ,       15.99, PayPal        , Tablet        ,            1, Horror        ,                    103,                       5,                   14,              92,          3.0,                   39,                        82,                    15, Yes    ,    639.6             ,  6.441525953721076 ,  6.5
U122603,  55, Other , Japan    ,                 29, Standard         ,        7.99, PayPal        , Laptop        ,            1, Comedy        ,                    207,                      15,                    9,              44,          1.5,                   11,                        78,                    48, Yes    ,    231.71            , 25.90738423028786  ,  0.6875
U122604,  40, Other , Brazil   ,                 58, Standard         ,        7.99, PayPal        , Laptop        ,            2, Horror        ,                    196,                      17,                    0,              34,          1.7,                   37,                        17,                    56, No     ,    463.42            , 24.530663329161452 ,  2.0555555555555554
U122605,  30, Male  , Germany  ,                 37, Premium          ,        7.99, Debit Card    , Tablet        ,            1, Sci-Fi        ,                     94,                       2,                   14,              93,          3.9,                   39,                        14,                    57, No     ,    295.63            , 11.76470588235294  , 13.0
U122606,  26, Male  , India    ,                 58, Standard         ,        7.99, UPI           , Tablet        ,            1, Horror        ,                    167,                       1,                    3,              75,          4.8,                   15,                        47,                     9, No     ,    463.42            , 20.90112640801001  ,  7.5
U122607,  38, Other , USA      ,                 43, Standard         ,       15.99, PayPal        , Mobile        ,            2, Comedy        ,                    146,                       4,                    3,              94,          2.7,                   22,                        93,                    40, No     ,    687.57            ,  9.1307066916823   ,  4.4
U122608,  58, Male  , Germany  ,                 45, Premium          ,        7.99, UPI           , Mobile        ,            3, Sci-Fi        ,                    167,                       5,                    3,              36,          4.5,                   42,                        98,                     9, Yes    ,    359.55            , 20.90112640801001  ,  7.0
U122609,  25, Female, Spain    ,                 12, Standard         ,        7.99, Debit Card    , Smart TV      ,            2, Documentary   ,                    209,                      10,                    2,              53,          1.3,                    9,                        92,                    38, No     ,     95.88            , 26.15769712140175  ,  0.8181818181818182
U122610,  34, Female, Germany  ,                 41, Basic            ,        7.99, Credit Card   , Tablet        ,            3, Drama         ,                    207,                       6,                    5,              46,          4.4,                   25,                        43,                    34, No     ,    327.59000000000003, 25.90738423028786  ,  3.5714285714285716
U122611,  33, Female, UK       ,                  5, Premium          ,       12.99, Debit Card    , Laptop        ,            2, Horror        ,                     14,                      15,                    6,              77,          1.6,                   11,                        65,                     7, No     ,     64.95            ,  1.077752117013087 ,  0.6875
U122612,  33, Male  , Japan    ,                  5, Basic            ,        7.99, UPI           , Laptop        ,            1, Documentary   ,                    181,                       2,                    2,              91,          3.4,                   24,                        12,                    30, No     ,     39.95            , 22.65331664580726  ,  8.0
U122613,  45, Female, Spain    ,                 59, Premium          ,       12.99, PayPal        , Laptop        ,            1, Horror        ,                    180,                       8,                   11,              58,          1.9,                   19,                        60,                    45, No     ,    766.41            , 13.856812933025404 ,  2.111111111111111
U122614,  33, Female, USA      ,                 50, Basic            ,        7.99, UPI           , Mobile        ,            3, Drama         ,                    153,                       3,                    8,              52,          1.2,                   28,                        23,                    42, No     ,    399.5             , 19.148936170212764 ,  7.0
U122615,  63, Female, Germany  ,                 26, Premium          ,       15.99, Debit Card    , Tablet        ,            1, Documentary   ,                     77,                       7,                    4,              67,          2.1,                   13,                        74,                    27, No     ,    415.74            ,  4.815509693558474 ,  1.625
U122616,  63, Other , Canada   ,                 26, Premium          ,        7.99, Credit Card   , Mobile        ,            2, Action        ,                    248,                      16,                    4,              43,          3.7,                   23,                        27,                    27, No     ,    207.74            , 31.038798498122652 ,  1.3529411764705883
U122617,  31, Other , India    ,                 10, Premium          ,       15.99, Debit Card    , Mobile        ,            1, Comedy        ,                    288,                      11,                    8,              55,          1.4,                    8,                        54,                    25, No     ,    159.9             , 18.01125703564728  ,  0.6666666666666666
U122618,  63, Female, USA      ,                 49, Premium          ,        7.99, PayPal        , Mobile        ,            3, Thriller      ,                    202,                       5,                    0,              75,          3.0,                    0,                         9,                    45, No     ,    391.51            , 25.281602002503128 ,  0.0
U122619,  61, Female, Spain    ,                  3, Basic            ,        7.99, PayPal        , Mobile        ,            2, Horror        ,                    236,                       4,                    7,              63,          4.3,                   32,                        78,                    44, No     ,     23.97            , 29.536921151439298 ,  6.4
U122620,  55, Other , Canada   ,                 57, Standard         ,       12.99, Debit Card    , Laptop        ,            3, Documentary   ,                     47,                      10,                    8,              59,          2.3,                   20,                        90,                    37, No     ,    740.4300000000001 ,  3.6181678214010775,  1.8181818181818181
U122621,  37, Other , France   ,                  7, Standard         ,       15.99, PayPal        , Mobile        ,            2, Sci-Fi        ,                    199,                       7,                   12,              41,          1.3,                    2,                        49,                     4, No     ,    111.93            , 12.445278298936836 ,  0.25
U122622,  62, Male  , Australia,                  6, Standard         ,       12.99, PayPal        , Mobile        ,            3, Action        ,                     92,                       3,                    6,              81,          4.4,                    8,                        15,                     2, Yes    ,     77.94            ,  7.082371054657429 ,  2.0
U122623,  58, Other , Spain    ,                 55, Standard         ,       15.99, PayPal        , Mobile        ,            3, Documentary   ,                    210,                      13,                    1,              96,          3.0,                    4,                        89,                    49, No     ,    879.45            , 13.133208255159474 ,  0.2857142857142857
U122624,  51, Female, India    ,                  2, Standard         ,       12.99, UPI           , Tablet        ,            1, Romance       ,                    135,                       6,                    0,              67,          2.4,                   38,                        87,                    53, No     ,     25.98            , 10.392609699769054 ,  5.428571428571429
U122625,  46, Other , India    ,                 58, Premium          ,       12.99, PayPal        , Laptop        ,            1, Action        ,                    232,                       6,                   12,              45,          4.2,                   19,                        18,                     0, No     ,    753.42            , 17.859892224788297 ,  2.7142857142857144
U122626,  20, Female, France   ,                 55, Basic            ,       12.99, Credit Card   , Smart TV      ,            2, Action        ,                    230,                       3,                    5,              61,          3.0,                   30,                        58,                    32, No     ,    714.45            , 17.705927636643572 ,  7.5
U122627,  27, Male  , Canada   ,                 15, Basic            ,       15.99, UPI           , Laptop        ,            1, Drama         ,                    260,                      18,                    6,              53,          1.4,                   47,                         0,                    26, No     ,    239.85            , 16.260162601626018 ,  2.473684210526316
U122628,  37, Other , Spain    ,                 32, Basic            ,       15.99, PayPal        , Smart TV      ,            1, Documentary   ,                    246,                       8,                   13,              72,          1.5,                   10,                        39,                    31, No     ,    511.68            , 15.384615384615385 ,  1.1111111111111112
U122629,  19, Male  , Japan    ,                  2, Standard         ,       15.99, PayPal        , Mobile        ,            3, Comedy        ,                    134,                       4,                   11,              86,          5.0,                   18,                        86,                    42, No     ,     31.98            ,  8.380237648530331 ,  3.6
U122630,  44, Female, Canada   ,                 31, Standard         ,       12.99, Credit Card   , Smart TV      ,            3, Comedy        ,                    182,                      13,                    2,              45,          1.9,                    7,                        57,                     4, Yes    ,    402.69            , 14.01077752117013  ,  0.5
U122631,  49, Female, India    ,                 43, Premium          ,        7.99, Debit Card    , Laptop        ,            1, Sci-Fi        ,                    180,                      13,                    2,              34,          1.9,                   21,                        93,                    21, Yes    ,    343.57            , 22.528160200250312 ,  1.5
